kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;maximale_constructiesnelheid;maximum_ondersteunende_snelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
00SZN7;Personenauto;TESLA;ROADSTER;20230803;20210218;cabriolet;2;ZWART;Niet geregistreerd;0;1235;1460;1335;20120103;20120103;Geen verstrekking in Open Data;115074;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;1;0.03;235;Nee;Nee;Nee;0;0;2022;Onlogisch;04;Ja;2023-08-03T00:00:00.000;2021-02-18T00:00:00.000;2012-01-03T00:00:00.000;2012-01-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
01KBK1;Personenauto;TESLA;ROADSTER;20230818;20091002;cabriolet;2;ROOD;Niet geregistreerd;0;1235;1460;1335;20091002;20091002;Geen verstrekking in Open Data;;Ja;2;4;0;0;394;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*00;N/A;N/A;0;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-08-18T00:00:00.000;2009-10-02T00:00:00.000;2009-10-02T00:00:00.000;2009-10-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
01NZX1;Personenauto;TESLA;TESLA ROADSTER;20210830;20221005;cabriolet;2;ZWART;Niet geregistreerd;0;1335;1460;1435;20110103;20110103;Geen verstrekking in Open Data;135927;Nee;2;4;;;;;M1;tegen r. balk v. vooras;1460;;;;;;0.03;235;Nee;Nee;Nee;;;2020;Logisch;00;Ja;2021-08-30T00:00:00.000;2022-10-05T00:00:00.000;2011-01-03T00:00:00.000;2011-01-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
04PXS6;Personenauto;TESLA;ROADSTER;20240214;20221231;cabriolet;2;GRIJS;Niet geregistreerd;0;1235;1460;1335;20110411;20110411;Geen verstrekking in Open Data;120428;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;1;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-02-14T00:00:00.000;2022-12-31T00:00:00.000;2011-04-11T00:00:00.000;2011-04-11T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
04ZKK4;Personenauto;TESLA;ROADSTER;20231212;20121212;cabriolet;2;WIT;Niet geregistreerd;;1235;1460;1335;20121212;20121212;Geen verstrekking in Open Data;112375;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*04;A;01 ROADSTER;0;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-12-12T00:00:00.000;2012-12-12T00:00:00.000;2012-12-12T00:00:00.000;2012-12-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
05NVF5;Personenauto;TESLA;TESLA ROADSTER;20240103;20110103;cabriolet;2;ROOD;Niet geregistreerd;0;1235;1460;1335;20110103;20110103;Geen verstrekking in Open Data;99960;Ja;2;4;;;;;M1;r. balk by vooras;1460;;;;;;0.03;235;Nee;Nee;Nee;;;2022;Logisch;00;Ja;2024-01-03T00:00:00.000;2011-01-03T00:00:00.000;2011-01-03T00:00:00.000;2011-01-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
06PXS3;Personenauto;TESLA;ROADSTER;20150411;20160523;cabriolet;2;ZWART;Niet geregistreerd;0;1235;1460;1335;20110411;20110411;Geen verstrekking in Open Data;132000;Nee;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;02 ROADSTER SPORT;1;0.03;235;Nee;Nee;Nee;0;0;2016;Niet geregistreerd;NG;Ja;2015-04-11T00:00:00.000;2016-05-23T00:00:00.000;2011-04-11T00:00:00.000;2011-04-11T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
06ZGD8;Personenauto;TESLA;ROADSTER;20230610;20191206;cabriolet;2;WIT;Niet geregistreerd;;1235;1460;1335;20121031;20121031;Geen verstrekking in Open Data;112800;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*04;A;02 ROADSTER SPORT;0;0.03;235;Nee;Nee;Nee;0;0;2022;Onlogisch;04;Ja;2023-06-10T00:00:00.000;2019-12-06T00:00:00.000;2012-10-31T00:00:00.000;2012-10-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
07NRV9;Personenauto;TESLA;TESLA ROADSTER;20240509;20221222;cabriolet;2;GRIJS;Niet geregistreerd;0;1235;1460;1335;20101105;20101105;Geen verstrekking in Open Data;93339;Ja;2;4;;;;;M1;r. balk by vooras;1460;;;;;;0.03;235;Nee;Nee;Nee;;;2023;Logisch;00;Ja;2024-05-09T00:00:00.000;2022-12-22T00:00:00.000;2010-11-05T00:00:00.000;2010-11-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
08SPH6;Personenauto;TESLA;ROADSTER;20231116;20111108;cabriolet;2;ORANJE;Niet geregistreerd;0;1235;1460;1335;20111108;20111108;Geen verstrekking in Open Data;129780;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;02 ROADSTER SPORT;1;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-11-16T00:00:00.000;2011-11-08T00:00:00.000;2011-11-08T00:00:00.000;2011-11-08T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
10STJ3;Personenauto;TESLA;ROADSTER;20240508;20200110;cabriolet;2;ORANJE;Niet geregistreerd;0;1235;1460;1335;20111129;20111129;Geen verstrekking in Open Data;114800;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;02 ROADSTER SPORT;1;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-05-08T00:00:00.000;2020-01-10T00:00:00.000;2011-11-29T00:00:00.000;2011-11-29T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
10TDT6;Personenauto;TESLA;ROADSTER;20240225;20190831;cabriolet;2;GRIJS;Niet geregistreerd;0;1235;1460;1335;20120109;20120109;Geen verstrekking in Open Data;139476;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;02 ROADSTER SPORT;0;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-02-25T00:00:00.000;2019-08-31T00:00:00.000;2012-01-09T00:00:00.000;2012-01-09T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
12RHJ1;Personenauto;TESLA;ROADSTER;20230708;20160526;cabriolet;2;ORANJE;Niet geregistreerd;0;1235;1460;1335;20110526;20110526;Geen verstrekking in Open Data;111741;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;1;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-07-08T00:00:00.000;2016-05-26T00:00:00.000;2011-05-26T00:00:00.000;2011-05-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
15KZH4;Personenauto;TESLA;TESLA ROADSTER;20230626;20170214;cabriolet;2;WIT;Niet geregistreerd;0;1235;1460;1335;20100304;20100304;Geen verstrekking in Open Data;99000;Ja;2;4;0;0;394;0;M1;r. balk by vooras;1460;001;e4*KS07/46*0001*00;N/A;N/A;0;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-06-26T00:00:00.000;2017-02-14T00:00:00.000;2010-03-04T00:00:00.000;2010-03-04T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
15XRB7;Personenauto;TESLA;ROADSTER;20230706;20120630;cabriolet;2;ROOD;Niet geregistreerd;;1235;1460;1335;20120630;20120630;Geen verstrekking in Open Data;126850;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;02 ROADSTER SPORT;1;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2023-07-06T00:00:00.000;2012-06-30T00:00:00.000;2012-06-30T00:00:00.000;2012-06-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
16KTR1;Personenauto;TESLA;TESLA RAODSTER;20240421;20100205;cabriolet;2;GRIJS;Niet geregistreerd;0;1335;1460;1435;20100205;20100205;Geen verstrekking in Open Data;132387;Ja;2;4;0;0;394;0;M1;r. balk by vooras;1460;001;e4*KS07/46*0001*00;N/A;N/A;0;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-04-21T00:00:00.000;2010-02-05T00:00:00.000;2010-02-05T00:00:00.000;2010-02-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
16LJV6;Personenauto;TESLA;TESLA ROADSTER;20240506;20170626;cabriolet;2;ZWART;Niet geregistreerd;0;1235;1460;1335;20100506;20100506;Geen verstrekking in Open Data;99960;Ja;2;4;0;0;394;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*00;N/A;N/A;0;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-05-06T00:00:00.000;2017-06-26T00:00:00.000;2010-05-06T00:00:00.000;2010-05-06T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
16RHJ1;Personenauto;TESLA;ROADSTER;20231018;20160323;cabriolet;2;WIT;Niet geregistreerd;0;1235;1460;1335;20110526;20110526;Geen verstrekking in Open Data;111741;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;1;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-10-18T00:00:00.000;2016-03-23T00:00:00.000;2011-05-26T00:00:00.000;2011-05-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
17LJV6;Personenauto;TESLA;TESLA ROADSTER;20240506;20180724;cabriolet;2;ZWART;Niet geregistreerd;0;1235;1460;1335;20100506;20100506;Geen verstrekking in Open Data;99960;Ja;2;4;0;0;394;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*00;N/A;N/A;0;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-05-06T00:00:00.000;2018-07-24T00:00:00.000;2010-05-06T00:00:00.000;2010-05-06T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
18NZX4;Personenauto;TESLA;TESLA ROADSTER;20230506;20220826;cabriolet;2;ROOD;Niet geregistreerd;0;1335;1460;1435;20110103;20110103;Geen verstrekking in Open Data;99960;Ja;2;4;0;0;395;0;M1;tegen r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;1;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-05-06T00:00:00.000;2022-08-26T00:00:00.000;2011-01-03T00:00:00.000;2011-01-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
18ZSL4;Personenauto;TESLA;ROADSTER;20240412;20180630;cabriolet;2;BLAUW;Niet geregistreerd;;1235;1460;1335;20130125;20130125;Geen verstrekking in Open Data;97500;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*04;A;01 ROADSTER;0;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-04-12T00:00:00.000;2018-06-30T00:00:00.000;2013-01-25T00:00:00.000;2013-01-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
20PXX3;Personenauto;TESLA;ROADSTER;20230629;20171222;cabriolet;2;WIT;Niet geregistreerd;0;1235;1460;1335;20110412;20110412;Geen verstrekking in Open Data;99000;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;02 ROADSTER SPORT;1;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-06-29T00:00:00.000;2017-12-22T00:00:00.000;2011-04-12T00:00:00.000;2011-04-12T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
21SVH6;Personenauto;TESLA;ROADSTER;20240511;20210426;cabriolet;2;BLAUW;Niet geregistreerd;0;1235;1460;1335;20111214;20111214;Geen verstrekking in Open Data;107629;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;1;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-05-11T00:00:00.000;2021-04-26T00:00:00.000;2011-12-14T00:00:00.000;2011-12-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
24NXJ2;Personenauto;TESLA;TESLA ROADSTER;20231216;20101214;cabriolet;2;BLAUW;Niet geregistreerd;0;1235;1460;1335;20101214;20101214;Geen verstrekking in Open Data;114150;Ja;2;4;;;;;M1;r. voorwielscherm;1460;;;;;;0.03;235;Nee;Nee;Nee;;;2022;Logisch;00;Ja;2023-12-16T00:00:00.000;2010-12-14T00:00:00.000;2010-12-14T00:00:00.000;2010-12-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
24NXK4;Personenauto;TESLA;TESLA ROADSTER;20231219;20210922;cabriolet;2;ZWART;Niet geregistreerd;0;1335;1460;1435;20101214;20101214;Geen verstrekking in Open Data;116887;Ja;2;4;;;;;M1;tegen r. balk v. vooras;1460;;;;;;0.03;235;Nee;Nee;Nee;;;2022;Logisch;00;Ja;2023-12-19T00:00:00.000;2021-09-22T00:00:00.000;2010-12-14T00:00:00.000;2010-12-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
27NZX4;Personenauto;TESLA;TESLA ROADSTER;20240106;20200415;cabriolet;2;WIT;Niet geregistreerd;0;1335;1460;1435;20110106;20110106;Geen verstrekking in Open Data;110343;Ja;2;4;0;0;395;0;M1;tegen r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;1;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2024-01-06T00:00:00.000;2020-04-15T00:00:00.000;2011-01-06T00:00:00.000;2011-01-06T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
27TDT7;Personenauto;TESLA;ROADSTER;20240217;20160216;cabriolet;2;ZWART;Niet geregistreerd;0;1235;1460;1335;20120109;20120109;Geen verstrekking in Open Data;117723;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;0;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-02-17T00:00:00.000;2016-02-16T00:00:00.000;2012-01-09T00:00:00.000;2012-01-09T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
32NZX4;Personenauto;TESLA;TESLA ROADSTER;20240210;20110711;cabriolet;2;ORANJE;Niet geregistreerd;0;1335;1460;1435;20110103;20110103;Geen verstrekking in Open Data;115935;Ja;2;4;0;0;395;0;M1;tegen r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;1;0.03;235;Nee;Nee;Nee;0;0;2023;Onlogisch;04;Ja;2024-02-10T00:00:00.000;2011-07-11T00:00:00.000;2011-01-03T00:00:00.000;2011-01-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
33NZX4;Personenauto;TESLA;TESLA ROADSTER;20240318;20210525;cabriolet;2;ORANJE;Niet geregistreerd;0;1335;1460;1435;20110103;20110103;Geen verstrekking in Open Data;140623;Ja;2;4;0;0;395;0;M1;tegen r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;1;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-03-18T00:00:00.000;2021-05-25T00:00:00.000;2011-01-03T00:00:00.000;2011-01-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
36NZX4;Personenauto;TESLA;TESLA ROADSTER;20230103;;cabriolet;2;GRIJS;Niet geregistreerd;0;1335;1460;1435;20110103;20110103;Geen verstrekking in Open Data;136000;Nee;2;4;0;0;395;0;M1;tegen r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;1;0.03;235;Ja;Nee;Nee;0;0;2022;Logisch;00;Nee;2023-01-03T00:00:00.000;;2011-01-03T00:00:00.000;2011-01-03T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
39SPK7;Personenauto;TESLA;ROADSTER;20240419;20111110;cabriolet;2;WIT;Niet geregistreerd;0;1235;1460;1335;20111110;20111110;Geen verstrekking in Open Data;132566;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;02 ROADSTER SPORT;1;0.03;235;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2024-04-19T00:00:00.000;2011-11-10T00:00:00.000;2011-11-10T00:00:00.000;2011-11-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
42SVV3;Personenauto;TESLA;ROADSTER 1.5;20240517;20111213;cabriolet;2;GRIJS;Niet geregistreerd;0;1251;1485;1351;20090403;20111213;Geen verstrekking in Open Data;;Ja;2;4;;;;;M1;r. balk v. achteras;1485;;;;;;0.16;235;Nee;Nee;Nee;;;2023;Geen oordeel;05;Ja;2024-05-17T00:00:00.000;2011-12-13T00:00:00.000;2009-04-03T00:00:00.000;2011-12-13T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
43XZD5;Personenauto;TESLA;ROADSTER;20200914;20120914;cabriolet;2;GRIJS;Niet geregistreerd;;1235;1460;1335;20120914;20120914;Geen verstrekking in Open Data;113900;Nee;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*04;A;02 ROADSTER SPORT;0;0.03;235;Nee;Nee;Nee;0;0;2018;Logisch;00;Ja;2020-09-14T00:00:00.000;2012-09-14T00:00:00.000;2012-09-14T00:00:00.000;2012-09-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
44RRJ8;Personenauto;TESLA;ROADSTER;20230826;20221231;cabriolet;2;GROEN;Niet geregistreerd;0;1235;1460;1335;20110707;20110707;Geen verstrekking in Open Data;113205;Ja;2;4;0;0;395;0;M1;r. balk v. vooras;1460;001;e4*KS07/46*0001*03;A;01 ROADSTER;1;0.03;235;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-08-26T00:00:00.000;2022-12-31T00:00:00.000;2011-07-07T00:00:00.000;2011-07-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
