kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;maximale_constructiesnelheid;maximum_ondersteunende_snelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
G040SL;Personenauto;TESLA;MODEL 3;20231209;20191209;sedan;5;BLAUW;Niet geregistreerd;;1831;2305;1931;20191209;20191209;Geen verstrekking in Open Data;60080;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*05;E3D;BB1N;0;0.03;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-12-09T00:00:00.000;2019-12-09T00:00:00.000;2019-12-09T00:00:00.000;2019-12-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G040TK;Personenauto;TESLA;MODEL 3;20231220;20191220;sedan;5;ZWART;Niet geregistreerd;;1831;2305;1931;20191220;20191220;Geen verstrekking in Open Data;60080;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*06;E3D;BB1N;0;0.03;288;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2023-12-20T00:00:00.000;2019-12-20T00:00:00.000;2019-12-20T00:00:00.000;2019-12-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G040VF;Personenauto;TESLA;MODEL 3;20231211;20191211;sedan;5;WIT;Niet geregistreerd;;1831;2305;1931;20191211;20191211;Geen verstrekking in Open Data;60130;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*06;E3D;BB1T1;0;0.03;288;Nee;Ja;Nee;3305;0;2023;Logisch;00;Ja;2023-12-11T00:00:00.000;2019-12-11T00:00:00.000;2019-12-11T00:00:00.000;2019-12-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;233;0.00;144;;
G040VK;Personenauto;TESLA;MODEL 3;20231230;20200221;sedan;5;GRIJS;Niet geregistreerd;;1831;2305;1931;20191230;20191230;Geen verstrekking in Open Data;62930;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*06;E3D;BB1T1;0;0.03;288;Nee;Ja;Nee;3305;0;2023;Logisch;00;Ja;2023-12-30T00:00:00.000;2020-02-21T00:00:00.000;2019-12-30T00:00:00.000;2019-12-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;233;0.00;144;;
G040VX;Personenauto;TESLA;MODEL 3;20231224;20191224;sedan;5;GRIJS;Niet geregistreerd;;1584;2060;1684;20191224;20191224;Geen verstrekking in Open Data;52330;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*04;E1R;BB1T1;0;0.06;288;Nee;Ja;Nee;3060;0;2023;Logisch;00;Ja;2023-12-24T00:00:00.000;2019-12-24T00:00:00.000;2019-12-24T00:00:00.000;2019-12-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;225;0.00;144;;
G040XB;Personenauto;TESLA;MODEL 3;;20230508;sedan;5;WIT;Niet geregistreerd;;1831;2305;1931;20191227;20191227;Geen verstrekking in Open Data;64580;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*06;E3D;PP2N;0;0.03;288;Ja;Ja;Nee;0;0;2023;Logisch;00;Nee;;2023-05-08T00:00:00.000;2019-12-27T00:00:00.000;2019-12-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;261;0.00;144;;
G040XD;Personenauto;TESLA;MODEL 3;20231224;20191224;sedan;5;ZWART;Niet geregistreerd;;1831;2305;1931;20191224;20191224;Geen verstrekking in Open Data;61530;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*06;E3D;BB1N;0;0.03;288;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2023-12-24T00:00:00.000;2019-12-24T00:00:00.000;2019-12-24T00:00:00.000;2019-12-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G040XK;Personenauto;TESLA;MODEL 3;20231230;20191230;sedan;5;WIT;Niet geregistreerd;;1831;2305;1931;20191230;20191230;Geen verstrekking in Open Data;58980;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*06;E3D;BB1N;0;0.03;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-12-30T00:00:00.000;2019-12-30T00:00:00.000;2019-12-30T00:00:00.000;2019-12-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G041BV;Personenauto;TESLA;MODEL 3;20230827;20190827;sedan;5;ZWART;Niet geregistreerd;;1831;2305;1931;20190827;20190827;Geen verstrekking in Open Data;64790;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*04;E3D;PP2N;0;0.03;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-08-27T00:00:00.000;2019-08-27T00:00:00.000;2019-08-27T00:00:00.000;2019-08-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;261;0.00;144;;
G041DR;Personenauto;TESLA;MODEL 3;20230910;20190910;sedan;5;WIT;Niet geregistreerd;;1831;2305;1931;20190910;20190910;Geen verstrekking in Open Data;59380;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*04;E3D;BB1T1;0;0.03;288;Nee;Ja;Nee;3305;0;2023;Logisch;00;Ja;2023-09-10T00:00:00.000;2019-09-10T00:00:00.000;2019-09-10T00:00:00.000;2019-09-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;233;0.00;144;;
G041DX;Personenauto;TESLA;MODEL 3;20230918;20190918;sedan;5;WIT;Niet geregistreerd;;1584;2060;1684;20190918;20190918;Geen verstrekking in Open Data;47800;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*04;E1R;BB1N;0;0.06;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-09-18T00:00:00.000;2019-09-18T00:00:00.000;2019-09-18T00:00:00.000;2019-09-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G041FR;Personenauto;TESLA;MODEL 3;20230920;20190920;sedan;5;GRIJS;Niet geregistreerd;;1584;2060;1684;20190920;20190920;Geen verstrekking in Open Data;50450;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*04;E1R;BB1N;0;0.06;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-09-20T00:00:00.000;2019-09-20T00:00:00.000;2019-09-20T00:00:00.000;2019-09-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G041FS;Personenauto;TESLA;MODEL 3;20230918;20190918;sedan;5;WIT;Niet geregistreerd;;1831;2305;1931;20190918;20190918;Geen verstrekking in Open Data;63990;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*04;E3D;PP2N;0;0.03;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-09-18T00:00:00.000;2019-09-18T00:00:00.000;2019-09-18T00:00:00.000;2019-09-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;261;0.00;144;;
G041GJ;Personenauto;TESLA;MODEL 3;20230928;20190928;sedan;5;GRIJS;Niet geregistreerd;;1831;2305;1931;20190928;20190928;Geen verstrekking in Open Data;60950;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*04;E3D;BB1N;0;0.03;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-09-28T00:00:00.000;2019-09-28T00:00:00.000;2019-09-28T00:00:00.000;2019-09-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G041GL;Personenauto;TESLA;MODEL 3;;;sedan;5;WIT;Niet geregistreerd;;1831;2305;1931;20190925;20190925;Geen verstrekking in Open Data;59380;Nee;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*04;E3D;BB1T1;0;0.03;288;Ja;Nee;Nee;3305;0;2023;Logisch;00;Nee;;;2019-09-25T00:00:00.000;2019-09-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;233;0.00;144;;
G041GN;Personenauto;TESLA;MODEL 3;20230930;20190930;sedan;5;WIT;Niet geregistreerd;;1831;2305;1931;20190930;20190930;Geen verstrekking in Open Data;60130;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*04;E3D;BB1T1;0;0.03;288;Nee;Ja;Nee;3305;0;2023;Logisch;00;Ja;2023-09-30T00:00:00.000;2019-09-30T00:00:00.000;2019-09-30T00:00:00.000;2019-09-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;233;0.00;144;;
G041HJ;Personenauto;TESLA;MODEL 3;20230927;20230309;sedan;5;GRIJS;Niet geregistreerd;;1831;2305;1931;20190927;20190927;Geen verstrekking in Open Data;62000;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*04;E3D;BB1N;0;0.03;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-09-27T00:00:00.000;2023-03-09T00:00:00.000;2019-09-27T00:00:00.000;2019-09-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G041LV;Personenauto;TESLA;MODEL 3;20231028;20200909;sedan;5;ZWART;Niet geregistreerd;;1584;2060;1684;20191028;20191028;Geen verstrekking in Open Data;52630;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*05;E1R;BB1N;0;0.06;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-10-28T00:00:00.000;2020-09-09T00:00:00.000;2019-10-28T00:00:00.000;2019-10-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G041NZ;Personenauto;TESLA;MODEL 3;20231112;20230503;sedan;5;WIT;Niet geregistreerd;;1831;2305;1931;20191112;20191112;Geen verstrekking in Open Data;60680;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*05;E3D;BB1N;0;0.03;288;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2023-11-12T00:00:00.000;2023-05-03T00:00:00.000;2019-11-12T00:00:00.000;2019-11-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G041PD;Personenauto;TESLA;MODEL 3;20231111;20230502;sedan;5;WIT;Niet geregistreerd;;1831;2305;1931;20191111;20191111;Geen verstrekking in Open Data;58300;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*05;E3D;BB1N;0;0.03;288;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2023-11-11T00:00:00.000;2023-05-02T00:00:00.000;2019-11-11T00:00:00.000;2019-11-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G041PH;Personenauto;TESLA;MODEL 3;20231119;20220125;sedan;5;WIT;Niet geregistreerd;;1831;2305;1931;20191119;20191119;Geen verstrekking in Open Data;67080;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*05;E3D;BB1N;0;0.03;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-11-19T00:00:00.000;2022-01-25T00:00:00.000;2019-11-19T00:00:00.000;2019-11-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G041PJ;Personenauto;TESLA;MODEL 3;20231204;20191204;sedan;5;GRIJS;Niet geregistreerd;;1584;2060;1684;20191204;20191204;Geen verstrekking in Open Data;51230;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*05;E1R;BB1T1;0;0.06;288;Nee;Ja;Nee;3060;0;2023;Logisch;00;Ja;2023-12-04T00:00:00.000;2019-12-04T00:00:00.000;2019-12-04T00:00:00.000;2019-12-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;225;0.00;144;;
G041RB;Personenauto;TESLA;MODEL 3;20231211;20191211;sedan;5;ZWART;Niet geregistreerd;;1831;2305;1931;20191211;20191211;Geen verstrekking in Open Data;59830;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*05;E3D;BB1N;0;0.03;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-12-11T00:00:00.000;2019-12-11T00:00:00.000;2019-12-11T00:00:00.000;2019-12-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G041RF;Personenauto;TESLA;MODEL 3;20231207;20191207;sedan;5;WIT;Niet geregistreerd;;1584;2060;1684;20191207;20191207;Geen verstrekking in Open Data;48980;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*05;E1R;BB1N;0;0.06;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-12-07T00:00:00.000;2019-12-07T00:00:00.000;2019-12-07T00:00:00.000;2019-12-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G041SK;Personenauto;TESLA;MODEL 3;20231213;20191213;sedan;5;WIT;Niet geregistreerd;;1584;2060;1684;20191213;20191213;Geen verstrekking in Open Data;50480;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*05;E1R;BB1T1;0;0.06;288;Nee;Ja;Nee;3060;0;2023;Logisch;00;Ja;2023-12-13T00:00:00.000;2019-12-13T00:00:00.000;2019-12-13T00:00:00.000;2019-12-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;225;0.00;144;;
G041SL;Personenauto;TESLA;MODEL 3;20231210;20191210;sedan;5;ZWART;Niet geregistreerd;;1584;2060;1684;20191210;20191210;Geen verstrekking in Open Data;49830;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*05;E1R;BB1N;0;0.06;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-12-10T00:00:00.000;2019-12-10T00:00:00.000;2019-12-10T00:00:00.000;2019-12-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G041TK;Personenauto;TESLA;MODEL 3;20231220;20191220;sedan;5;ZWART;Niet geregistreerd;;1831;2305;1931;20191220;20191220;Geen verstrekking in Open Data;60080;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*06;E3D;BB1N;0;0.03;288;Nee;Nee;Nee;0;0;2023;Logisch;00;Ja;2023-12-20T00:00:00.000;2019-12-20T00:00:00.000;2019-12-20T00:00:00.000;2019-12-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G041VF;Personenauto;TESLA;MODEL 3;20231216;20191216;sedan;5;ROOD;Niet geregistreerd;;1584;2060;1684;20191216;20191216;Geen verstrekking in Open Data;51180;Ja;4;4;0;0;469;185;M1;;2060;003;e4*2007/46*1293*06;E1R;BB1N;0;0.06;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-12-16T00:00:00.000;2019-12-16T00:00:00.000;2019-12-16T00:00:00.000;2019-12-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;225;0.00;144;;
G041VK;Personenauto;TESLA;MODEL 3;20231220;20191220;sedan;5;WIT;Niet geregistreerd;;1831;2305;1931;20191220;20191220;Geen verstrekking in Open Data;62930;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*06;E3D;BB1T1;0;0.03;288;Nee;Nee;Nee;3305;0;2023;Logisch;00;Ja;2023-12-20T00:00:00.000;2019-12-20T00:00:00.000;2019-12-20T00:00:00.000;2019-12-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;233;0.00;144;;
G041XB;Personenauto;TESLA;MODEL 3;20231221;20191221;sedan;5;WIT;Niet geregistreerd;;1831;2305;1931;20191221;20191221;Geen verstrekking in Open Data;64580;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*06;E3D;PP2N;0;0.03;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-12-21T00:00:00.000;2019-12-21T00:00:00.000;2019-12-21T00:00:00.000;2019-12-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;261;0.00;144;;
G041XD;Personenauto;TESLA;MODEL 3;20231219;20191219;sedan;5;ZWART;Niet geregistreerd;;1831;2305;1931;20191219;20191219;Geen verstrekking in Open Data;60980;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*06;E3D;BB1T1;0;0.03;288;Nee;Ja;Nee;3305;0;2023;Logisch;00;Ja;2023-12-19T00:00:00.000;2019-12-19T00:00:00.000;2019-12-19T00:00:00.000;2019-12-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;233;0.00;144;;
G041XK;Personenauto;TESLA;MODEL 3;20231228;20191228;sedan;5;WIT;Niet geregistreerd;;1831;2305;1931;20191228;20191228;Geen verstrekking in Open Data;58980;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*06;E3D;BB1N;0;0.03;288;Nee;Ja;Nee;0;0;2023;Logisch;00;Ja;2023-12-28T00:00:00.000;2019-12-28T00:00:00.000;2019-12-28T00:00:00.000;2019-12-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;233;0.00;144;;
G042DB;Personenauto;TESLA;MODEL X;20230902;20190902;MPV;5;ZWART;Niet geregistreerd;;2433;3079;2533;20190902;20190902;Geen verstrekking in Open Data;96200;Ja;5;4;0;0;505;200;M1;;3079;002;e4*2007/46*0667*26;XA3;EBX15T;0;0.04;297;Nee;Nee;Nee;5329;0;2023;Logisch;00;Ja;2023-09-02T00:00:00.000;2019-09-02T00:00:00.000;2019-09-02T00:00:00.000;2019-09-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;2250;250;0.00;168;;
G042DR;Personenauto;TESLA;MODEL 3;20230906;20190906;sedan;5;WIT;Niet geregistreerd;;1831;2305;1931;20190906;20190906;Geen verstrekking in Open Data;59380;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*04;E3D;BB1T1;0;0.03;288;Nee;Nee;Nee;3305;0;2023;Logisch;00;Ja;2023-09-06T00:00:00.000;2019-09-06T00:00:00.000;2019-09-06T00:00:00.000;2019-09-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;233;0.00;144;;
G042DX;Personenauto;TESLA;MODEL 3;20230913;20190913;sedan;5;WIT;Niet geregistreerd;;1831;2305;1931;20190913;20190913;Geen verstrekking in Open Data;60980;Ja;4;4;0;0;469;185;M1;;2305;003;e4*2007/46*1293*04;E3D;BB1T1;0;0.03;288;Nee;Ja;Nee;3305;0;2023;Logisch;00;Ja;2023-09-13T00:00:00.000;2019-09-13T00:00:00.000;2019-09-13T00:00:00.000;2019-09-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1000;233;0.00;144;;
